number,date,title,article,authors
8,juillet 1937,,LA CITÉ FRONT POPULAIRE AN II,Labrousse Roger
8,juillet 1937,,IN MEMORIAM,Rosenstock-Franck Louis
8,juillet 1937,,Chronique internationale : DE BILBAO A PRAGUE,Duveau Georges
8,juillet 1937,,ESPOIR AU PEUPLE BASQUE,Emmanuel Mounier
8,juillet 1937,,CONTRE TOUS LES FASCISMES,Emmanuel Mounier
8,juillet 1937,,DÉCLARATION DU COMITE POUR LA PAIX CIVILE ET RELIGIEUSE EN ESPAGNE,
8,juillet 1937,,ILLUSTRATION FINALE...,
9,août 1937,,REVUE DES REVUES FAILLITE DE L'HEBDOMADAIRE,Emmanuel Mounier
9,août 1937,,Article,Emmanuel Mounier
9,août 1937,,Commune (juillet),
9,août 1937,,En France Nouvelle Revue française (juillet),
9,août 1937,,Le Crapouillot (juillet),
9,août 1937,,Le Chef-d'oeuvre,
9,août 1937,,MlCROMEGAS (juillet),
9,août 1937,,"Candide (n° du 1 ""juillet)",
9,août 1937,,Orientations (Paris). -,
9,août 1937,,Politique (juillet 1937),
9,août 1937,,Orientations. (Huy). -,
9,août 1937,,L'École Émancipée (4 juillet),
9,août 1937,,"Nouvelles lettres françaises (N° 1, mai)",
9,août 1937,,Combat,
9,août 1937,,A L'ÉTRANGER ENTSCHEIDUNG (Lucerne),
9,août 1937,,Schweizerische Republikanische Blatter (Zurich),
9,août 1937,,Courrier Royal,
9,août 1937,,LES LETTRES - LES ARTS C. F. RAMUZ : Besoin de grandeur,Rivier André
9,août 1937,,LES LETTRES - LES ARTS : Le Théâtre Les fêtes du 14 juillet,Pierre-Aimé Touchard
9,août 1937,,LES LETTRES - LES ARTS : A la classe 4 de l'Exposition : Le roi cerf,Pierre-Aimé Touchard
9,août 1937,,LA CITÉ : Journal des Témoins. CHRONIQUE POLITIQUE,Pierre-Aimé Touchard
9,août 1937,,LA CITÉ : CHRONIQUE SYNDICALE,Gal Roger
9,août 1937,,LA CITÉ : LE PROBLÈME DES LIVRES SUR L'U.R.S.S.,Emmanuel Mounier
9,août 1937,,LA CITÉ. A. de Chateaubriant : LA GERBE DE FORCES,Emmanuel Mounier
10,septembre 1937,,PROGRAMME POUR QUELQUES ANNÉES,Emmanuel Mounier
10,septembre 1937,,BRÈVE INTRODUCTION A QUELQUES TÉMOIGNAGES LITTÉRAIRES,R. D.
10,septembre 1937,,SITUATION DE L'ÉCRIVAIN FRANÇAIS ACTUEL,Petitjean A. M.
10,septembre 1937,,CAMARADES-ROIS,Miatlev Adrien
10,septembre 1937,,UNE RENCONTRE,Breuil Roger
10,septembre 1937,,UNE JOURNÉE,Robin Armand
10,septembre 1937,,ÉLÉGIES,Desse Charles
10,septembre 1937,,JOURNÉE DE TRAVAIL,Mahé André
10,septembre 1937,,LA PEUR,Nisolle Charles
10,septembre 1937,,DOULEUR,Pérez E.
10,septembre 1937,,"ECLAIRCIR LE PASSAGE POÉSIE 1937,",Humeau Edmond
10,septembre 1937,,Arthur HAULOT : MATINS DU MONDE (Journal des poètes),Carette Louis
10,septembre 1937,,Jean Jacquot : LES RIVAGES DU SOMMEIL,M. A.
10,septembre 1937,,REMARQUES SUR LE ROMAN POLICIER,Maxime Chastaing
10,septembre 1937,,Études (20 juillet),
10,septembre 1937,,Sept,
10,septembre 1937,,Europe (juillet 1937),
10,septembre 1937,,LA PENSÉE ENGAGÉE : LE CONGRÈS DESCARTES,Paul-Louis Landsberg
10,septembre 1937,,LA PENSÉE ENGAGÉE : MARTIN LAMM : Swedenborg,Rougemont Denis (de)
10,septembre 1937,,LA PENSÉE ENGAGÉE : COURS ET DOCUMENTS DE PHILOSOPHIE,Emmanuel Mounier
10,septembre 1937,,LA PENSÉE ENGAGÉE : Daniel-Rops : CE OUI MEURT ET CE OUI NAIT,Emmanuel Mounier
10,septembre 1937,,L'HOMME ET L'UNIVERS. Semaine Sociale 1936 : Les conflits de civilisation,Emmanuel Mounier
10,septembre 1937,,L'HOMME ET L'UNIVERS : LOUIS DE BROGLIE: La physique nouvelle et les quantas,Humbert Pierre
10,septembre 1937,,LES LETTRES : Henri POULAILLE : « Pain de Soldat »,Jean Lacroix
10,septembre 1937,,LES LETTRES : Jacques CHARDONNE : L'AMOUR C'EST BEAUCOUP  PLUS QUE L'AMOUR,Richard Marius
10,septembre 1937,,LES LETTRES : Léon Blum : LES NOUVELLES CONVERSATIONS DE GOETHE AVEC ECKERMANN,Richard Marius
10,septembre 1937,,LES LETTRES : Gustave Régler : LA PASSION DE JOSS FRITZ,Secrétain Roger
10,septembre 1937,,LES ARTS : Préface à une chronique de peinture,Bazaine Jean
10,septembre 1937,,LES ARTS : EUGÉNIO d'ORS Du Baroque,Davenson Henri
10,septembre 1937,,Le Théâtre : Faust et le Simoun,
10,septembre 1937,,Le Théâtre : Les Perses oedipe roi et Macbeth Andromaque,Pierre-Aimé Touchard
10,septembre 1937,,Le Cinéma : MYTHOLOGIE DU FILM AMÉRICAIN,Carette Louis
10,septembre 1937,,LA CITÉ : Journal des Témoins CHRONIQUE SYNDICALE ? LE CONGRÈS DE LA C.G.T.,Galé Roger
10,septembre 1937,,LA CITÉ : Les Livres Paul CHANSON : Communisme ou corporatisme,Régis Noël
10,septembre 1937,,LA CITÉ : Georges MICHON : Robespierre et la guerre révolutionnaire,Labrousse Roger
10,septembre 1937,,LA CITÉ : RIGAUDIAS-WEISS : Les enquêtes ouvrières en France entre 1830 et 1848,Moré Marcel
10,septembre 1937,,LA CITÉ : LE CONGRES ESPRIT 1937,
11,avril 1939,,Le joueur à terme,Emmanuel Mounier
11,avril 1939,,ET APRÈS LA TCHÉCOSLOVAQUIE ?,Spoulber N.
11,avril 1939,,TRISTESSE DE L'HISTORIEN,Davenson Henri
11,avril 1939,,NOTES POUR UNE PHILOSOPHIE DU MARIAGE,Paul-Louis Landsberg
11,avril 1939,,LE MARIAGE DANS LA PENSÉE RÉFORMÉE D'AUJOURD'HUI,Rumpf Louis
11,avril 1939,,LES ORIENTEURS NOUS PARLENT DES CLASSES D'ORIENTATION (fin),"Girard R., Le Lay Y."
11,avril 1939,,LE CHOIX D'UN MÉTIER,Parain Brice
11,avril 1939,,VEILLÉE,Chevalier Jean
11,avril 1939,,N. R. F.,
11,avril 1939,,Le Voltigeur,
11,avril 1939,,Revue de Paris,
11,avril 1939,,Europaische Revue,
11,avril 1939,,Europe,
11,avril 1939,,Commune,
11,avril 1939,,Temps présent,
11,avril 1939,,Les Nouvelles Lettres,
11,avril 1939,,Vie Intellectuelle,
11,avril 1939,,"Les Volontaires (4 n° parus, de décembre à mars)",
11,avril 1939,,Nouveaux Cahiers,
11,avril 1939,,Match,
11,avril 1939,,"Politique, février 1939",
11,avril 1939,,LA PENSÉE ENGAGÉE J. P. MAXENCE : Histoire de dix ans,Emmanuel Mounier
11,avril 1939,,LA PENSÉE ENGAGÉE : H. de MONTHERLANT. L'equinoxe de septembre,Tricot Jean-Germain
11,avril 1939,,Le Roman Odon de HORVATH: Jeunesse sans Dieu. André FRAIGNEAU : La grâce humaine,Jahier Valéry
11,avril 1939,,La Poésie SITUATION DE LA POÉSIE,Albert Béguin
11,avril 1939,,LES ARTS. La Musique,Leibowitz René
11,avril 1939,,LES ARTS : Le Cinéma. LE SUISSE ET LE CINÉMA,Jahier Valéry
11,avril 1939,,LA CITE. Journal des Témoins. PLEINS POUVOIRS,Emmanuel Mounier
11,avril 1939,,LA CITE. Journal des Témoins : LES LIVRES,
12,juillet 1939,,"L'ÉMIGRATION, problème révolutionnaire",
12,juillet 1939,,DÉTRESSES DE L'ÉMIGRÉ LEURS CRIMES,
12,juillet 1939,,DESTINS EN CHUTE LIBRE,
12,juillet 1939,,TARIF DE LA LIBERTÉ,
12,juillet 1939,,DÉRACINEMENTS,
12,juillet 1939,,L'ÉPREUVE DE L'OISIVETÉ,
12,juillet 1939,,MALHEUR AUX FAMILLES,Long M.
12,juillet 1939,,SOUS « LA PROTECTION DE LA LOI »,
12,juillet 1939,,LES PARASITES DE L'ÉMIGRÉ LA SOCIÉTÉ NATIONALE D'IMMIGRATION,Beauvay André
12,juillet 1939,,LES FAUX PROBLÈMES I. HITLER DONNE LE TON,Zérapha Georges
12,juillet 1939,,I. HITLER DONNE LE TON : II. ?QUELQUES CONTRESENS ÉCONOMIQUES,Bourdet Claude
12,juillet 1939,,LE PROBLÈME DÉMOGRAPHIQUE FRANÇAIS ET LES ÉTRANGERS,Mauco Georges
12,juillet 1939,,POUR UNE POLITIQUE DE L'IMMIGRATION EN FRANCE,Oualid William
12,juillet 1939,,CARENCE DE L'ADMINISTRATION,
12,juillet 1939,,LE PROBLÈME INTERNATIONAL DES RÉFUGIÉS ET APATRIDES INITIATIVES ET CARENCES,Lilienfeld André (de)
12,juillet 1939,,LES COMITÉS,
12,juillet 1939,,UNE EXPÉRIENCE ADMINISTRATIVE A REPRENDRE : LE SOUS-SECRÉTARIAT D'ÉTAT A L'IMMIGRATION ET LES PROJETS PHILIPPE SERRE,Racine Pierre
12,juillet 1939,,LA MAIN D'OEUVRE ÉTRANGÈRE EN FRANCE,
12,juillet 1939,,LES SOLUTIONS AGRICOLES,
12,juillet 1939,,LES SOLUTIONS INDUSTRIELLES,Saint-Pourçain R. (de)
12,juillet 1939,,POUR UN STATUT LÉGAL DES ÉTRANGERS EN FRANCE,
12,juillet 1939,,LA CITÉ. La nouvelle journée,L. J.
12,juillet 1939,,LA CITÉ : VALÉRY JAHIER,Emmanuel Mounier
12,juillet 1939,,"Revue de Paris, 15 juin",
12,juillet 1939,,Nouveaux Cahiers,
12,juillet 1939,,Feuilles libres de la quinzaine,
12,juillet 1939,,La Cité chrétienne,
12,juillet 1939,,Commune,
12,juillet 1939,,Combat,
12,juillet 1939,,Études. ? 20 mai,
12,juillet 1939,,Chronique Sociale de France,
12,juillet 1939,,"Politique, mai 1939",
13,avril 1941,,LES DEVOIRS DU PLURALISME,Emmanuel Mounier
13,avril 1941,,CONTRE TOUT RESSENTIMENT,Blanchard Louis
13,avril 1941,,L'ÉTOILE DE SÉVILLE. Pièce nouvelle d' Albert OLLIVIER d'après Lope de Vega,Ollivier Albert
13,avril 1941,,DIEU A L'ÉCOLE. III. DE M. ROLAND DE PURY,Pury Roland (de)
13,avril 1941,,DIEU A L'ÉCOLE. III. D'UN INSTITUTEUR LAIQUE,Chatreix Henri
13,avril 1941,,L'EUROPE N'EST PAS SEULE,Rovan Joseph
13,avril 1941,,ENQUETE AUPRES DES JEUNES FRANÇAIS,
13,avril 1941,,La Pensée engagée : LE DERNIER TEMOIGNAGE DE BERGSON,
13,avril 1941,,Les Lettres,
13,avril 1941,,Les Lettres : DEUX REVUES LITTERAIRES « JEUNES »,Marc Beigbeder
13,avril 1941,,"Le Théâtre : L'ETOILE DE SE VILLE, de Lope de Véga. Texte d'Albert Ollivier. Mise en scène de Maurice Jacquemont",Marc Beigbeder
13,avril 1941,,Journal des Témoins : L'ECOLE ET LES RÉALITÉS SPIRITUELLES,Emmanuel Mounier
13,avril 1941,,Journal des Témoins : L'ECOLE NATIONALE DES CADRES D'URIAGE,Emmanuel Mounier
13,avril 1941,,Journal des Témoins : VOIX EUROPÉENNES,
13,avril 1941,,Journal des Témoins. TEXTES POUR SERVIR A L'HISTOIRE DE NOTRE TEMPS : L'oeuf de Colomb,
13,avril 1941,,Journal des Témoins : Vox in deserto,
13,avril 1941,,Journal des Témoins : Aussi grand que simple,
13,avril 1941,,Journal des Témoins. TEXTES POUR SERVIR A L'HISTOIRE DE NOTRE TEMPS,
13,avril 1941,,Journal des Témoins : Contre la « Mystique » (suite),Maurras Charles
13,avril 1941,,Journal des Témoins : La vie de l'esprit,Candide
13,avril 1941,,Journal des Témoins : Verbalisme,
13,avril 1941,,Journal des Témoins : Journal de Genève,
13,avril 1941,,Journal des Témoins : Sine qua non,
13,avril 1941,,Journal des Témoins : Le théâtre obligatoire,
13,avril 1941,,Les événements et les hommes,
13,avril 1941,,Journal des Témoins : Dirigisme et rigidité,
13,avril 1941,,Journal des Témoins. LES REVUES : Nouvelle Revue Française (mars),
13,avril 1941,,Journal des Témoins : NOUVELLES,
13,avril 1941,,Journal des Témoins : Le MEMORIAL DE FRANCE,
13,avril 1941,,Journal des Témoins. LES LIVRES. Jean Labusquière : VERITE SUR LES COMBATTANTS,
13,avril 1941,,Journal des Témoins : La Suisse contemporaine,
13,avril 1941,,Les événements et les hommes,
13,avril 1941,,NOTES. Introduction,Comte Bernard
13,avril 1941,,Les devoirs du pluralisme (par Mounier Emmanuel),Comte Bernard
13,avril 1941,,Contre tout ressentiment (par Blanchard Louis),Comte Bernard
13,avril 1941,,L'Étoile de Séville : Pièce nouvelle d'Albert Ollivier (par Lope de Vega),Comte Bernard
13,avril 1941,,Dieu à l'école III (par Pury Roland (de)),Comte Bernard
13,avril 1941,,Dieu à l'école III : D'un instituteur laïque (par Chatreix Henri),Comte Bernard
13,avril 1941,,L'Europe n'est pas seule (par Rovan Joseph),Comte Bernard
13,avril 1941,,Un témoignage sur l'âme américaine : John Hyde Preston (par Hautcourt Geneviève (d')),Comte Bernard
13,avril 1941,,Enquête auprès des jeunes français,Comte Bernard
13,avril 1941,,La Pensée engagée : Le dernier témoignage de Bergson,Comte Bernard
13,avril 1941,,Les Lettres : Deux revues littéraires « jeunes »),Comte Bernard
13,avril 1941,,Journal des Témoins : L'école et les réalités spirituelles,Comte Bernard
13,avril 1941,,Le Théâtre,Comte Bernard
13,avril 1941,,Journal des Témoins : L'École nationale des cadres d'Uriage,Comte Bernard
13,avril 1941,,Journal des Témoins : Voix européennes,Comte Bernard
13,avril 1941,,Textes pour servir à l'histoire de notre temps,Comte Bernard
13,avril 1941,,Journal des Témoins : Les Revues,Comte Bernard
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,LA RÉVOLTE DES ÉTUDIANTS DANS LE MONDE,Jean-Marie Domenach
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Le mouvement étudiant en Amérique latine,Meyer Jean
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Le radicalisme de la violence chez les étudiants japonais,Hanawa Yoshihiko
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,La révolte de la jeunesse dans la révolution culturelle chinoise,Vandermeersch Léon
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,A Howard la plus grande université noire américaine,Racine Daniel
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Une avant-garde isolée : les étudiants allemands,Berger Ida
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Dialogue de Luigi Longo avec des dirigeants du Mouvement étudiant italien,
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Les raisons de la crise britannique,Adelstein David
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Le problème universitaire espagnol,Tuñon de Lara Manuel
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Le combat des étudiants polonais,
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Les difficultés du réformisme (un exemple : la Faculté de Droit de Paris),Paul Thibaud
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Le possible et l'actualisable,
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Un an après,Julliard Jacques
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,ILLICH AU SAINT-OFFICE,Jean-Marie Domenach
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,RECIDIVISTE,Dubreuil Dominique
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,LA PEUR EN GRECE,Dargaud Etienne
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,10 AVRIL 1919,Meyer Jean
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,UN IMMORTEL,Cexus Dominique
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,"OFFENSIVE ALGERIENNE (Alger, 1"" avril 1969)",Béby R.-M.
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,L'ILLUSION DES MISERABLES,Morlet René
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,"L'IMPOT, LE FISC, LA FIN DES REGIES",Publicanus
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,ON VOUDRAIT ENTENDRE UN VIVANT,Jean-Marie Domenach
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,POUR RENDRE FAMILIER LE THEATRE LYRIQUE,Gueullette Alain
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,SAINT GUILLEMIN,Duploye Pie
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,ALLEZ FRANCE !,Lambert Jean-Paul
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,L'AMOUR FOU,Le Borgne Michel
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,"« PERE », OU LE MYTHE EN QUESTION",Estève Michel
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Les négociations de Paris sur le Vietnam,Devillers Philippe
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Jean-Claude Renard : La braise et la rivière,Chaulot Paul
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Pierre Emmanuel : Evangéliaire,André Marissel
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Italo Calvino : Cosmicomics,Luccioni Gennie
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Louis-Ferdinand Céline : Rigodon,Dedet Christian
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Roger Vailland : Ecrits intimes. Le grand jeu : Trois numéros,Christian Audejean
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Gabriel Germain : Le regard intérieur,Dedet Christian
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Angelo Tasca : Naissance du fascisme. L'Italie de l'armistice à la marche sur Rome,Winock Michel
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Jacques Delperrie de Bayac : Les brigades internationales,Tuñon de Lara Manuel
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,"Miklos Molnar : Victoire d'une défaite, Budapest 1956",Turbet-Delof Guy
14,mai 1969,LA REVOLTE DES ETUDIANTS DANS LE MONDE,Dominique et Janine Sourdel : La civilisation de l'Islam. André Miquel : L'Islam et sa civilisation,Cote Michèle
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,GYÖRGY LUKÀCS ET LA POLITIQUE,François Fetjö
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,FERNANDO PESSOA OU DU NON-AMOUR,Lourenço Eduardo
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,ACTUALITÉ DE LA RELIGION,
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,QUAND LA RELIGION S'ÉCLIPSE...,Olivier Mongin
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,SÉCULARISATION ET MODERNITÉ RELIGIEUSE,Hervieu-Léger Danièle
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,LESZEK KOLAKOWSKI : Le philosophe et la religion,Krol Marcin
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,MERLEAU-PONTY EN ACCUSATION. Mise au point,Claude Lefort
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,PAYSAGE PRAGOIS,Rabinovitch Anne
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,LA CRISE DES LIBERTÉS EN ALGÉRIE,F. N.
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,UN KRAVCHENKO NICARAGUAYEN,Arouya Jean
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,LA CENSURE DANS TOUS SES ÉTATS,"Ripault Ghislain, S. A."
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,"ÉDITION, PHOTO RÉGION",Soulages François
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,DOCTE IGNORANCE,Jeanyves Guérin
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,ON TUE UN ENFANT,Sevilla Miguel Angel
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,LE MEXIQUE NE PREND PAS LE RISQUE DE LA DÉMOCRATIE,A.R. Aurelio
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,LA LIBERTÉ ET SES CAPACITÉS,Gil Delannoi
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,LA PEAU ET LES OS par Georges Hyvernaud,Clancier Georges-Emmanuel
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,"MICHAEL K., SA VIE, SON TEMPS par John Michael Goetzee. QUELQUE CHOSE, LA-BAS par Nadine Gordimer",Van der Elst Marie-Claire
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,ETHIQUE ET ESTHETIQUE DU BAROQUE par Benito Pelegrin,Pailler Claire
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,UNE BIOGRAPHIE DE L'HOMME ORDINAIRE par François Lamelle,Hoyau Philippe
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,L'ESPACE LOGIQUE DE L'INTERLOCUTION (DIALOGIQUES II) par Francis Jacques,Armengaud Françoise
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,"BACHELARD, L'ENFANCE ET LA PÉDAGOGIE par Georges Jean",Jacquet-Francillon François
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,A CONTRE-COURANT par Boris Souvarine,Jeanyves Guérin
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,ECRITS SUR LE PEN,Plasseraud Yves
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,LA BEAUTÉ NUE. Quinze siècles de peinture grecque par Anne et Henri Metzger et Jean-Paul Sicre,Pierre Vidal-Naquet
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,JEAN-SÉBASTIEN BACH par Roland de Candé,Mayol Pierre
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,LE PCF,
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,LA RÉFLEXION SUR L'ÉCOLE,Guy Coq
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,L'HISTOIRE À L'ÉCOLE,
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,OÙ VA L'ÉGLISE CATHOLIQUE ?,Olivier Mongin
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,Controverse,Arsac Jacques
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,Controverse,"Alain Ehrenberg, Bachman Laurence, Georges Vigarello"
15,octobre 1985,LA RELIGION DANS NOTRE MEMOIRE ET DANS L'ACTUALITE,Controverse,Lacroix Michel
16,avril 1933,,Vers notre seconde journée,Emmanuel Mounier
16,avril 1933,,VERS UNE DÉCLARATION DES DROITS DE L'HOMME ÉCONOMIQUE,Ulmann André
16,avril 1933,,POUR LE CINQUANTENAIRE DE KARL MARX UN CORPS DE DOCTRINE SCIENTIFIQUE PEUT-IL ASSUMER UN CARACTÈRE DE CLASSE ?,Alexeieff N. N.
16,avril 1933,,THE OBJECT,Wahl Jean
16,avril 1933,,FAILLITE DE L'ARLEQUIN ABSOLU,Basalque Jacques
16,avril 1933,,ANDRÉ MAUROIS ou L'AME SANS LISIÈRES,Simon Pierre-Henri
16,avril 1933,,FAILLITE du PLAN QUINQUENNAL ?,
16,avril 1933,,L'U. R. S. S. SANS PLAN,"Dupuis René, Marc Alexandre"
16,avril 1933,,Chronique de la Vie privée. VIE PRIVÉE D'UNE VILLE LES DEUX VISAGES DE BERLIN,Jouve Géraud
16,avril 1933,,Chronique Littéraire. AVEC LES INTERCESSEURS,Duveau Georges
16,avril 1933,,PRÉSENTATION DE L'AGENCE HAVAS,
16,avril 1933,,DIRECTIONS. Témoignages des jours inquiets,Simon Pierre-Henri
16,avril 1933,,LES LETTRES. Tristan Tzara. - L'Antitête,Déléage André
16,avril 1933,,LES ARTS. Du Cinéma en vie,Humeau Edmond
16,avril 1933,,LA CITÉ. Les vacances du capitalisme aux États-Unis,Dariège Jean
16,avril 1933,,"LA CITÉ : Union, Réunion et Désunion pour la Vérité",
16,avril 1933,,LA CITÉ : Chronique de la Troisième Force,Galey Louis-Émile
17,avril 1934,,DE LA PROPRIÉTÉ CAPITALISTE A LA PROPRIÉTÉ HUMAINE,Emmanuel Mounier
17,avril 1934,,DE QUELQUES AVENTURES DE LA NOTION DE PROPRIÉTÉ,Jean Plaquevent
17,avril 1934,,LA PROPRIÉTÉ DU CAPITAL,Zérapha Georges
17,avril 1934,,LA PROPRIÉTÉ DES INSTRUMENTS DE PRODUCTION,Hambresin Émile
17,avril 1934,,LA PROPRIÉTÉ DU TRAVAIL ET DE L'ÉPARGNE,Ulmann André
17,avril 1934,,LA PROPRIÉTÉ PAYSANNE,Iswolsky Hélène
